"NUMBR,N,6,0","DIST,N,4,0","DATA,D","ASTRDAY,N,3,0","HR,N,2,0","MIN,N,2,0","V1,N,7,3","V2,N,7,3","V3,N,7,3","TAU1,N,8,4","TAU2,N,8,4"
1569,148,01/21/78,20,14,8,34.796,33.896,32.367,-0.0532,0.2884
1570,169,01/21/78,20,14,9,26.613,999.999,25.566,43.7462,-0.1247
1571,199,01/21/78,20,14,30,23.288,22.476,23.083,-0.9532,-0.2969
1572,149,01/21/78,20,14,37,22.719,999.999,999.999,-58.8167,-60.0639
1573,205,01/21/78,20,14,41,30.555,31.694,30.581,0.0189,-0.7469
1574,136,01/21/78,20,14,58,999.999,37.208,999.999,1.2629,-0.0137
1575,128,01/21/78,20,16,10,999.999,43.489,999.999,-0.6892,-0.2040
1576,144,01/21/78,20,16,24,31.653,999.999,999.999,-42.7883,-42.2850
1577,205,01/21/78,20,16,41,26.184,26.630,26.883,-1.3221,0.0011
1578,120,01/21/78,20,16,48,999.999,39.166,42.094,-0.3815,-0.0176
1579,210,01/21/78,20,16,56,999.999,999.999,29.121,-0.3801,-0.4809
1580,239,01/21/78,20,16,56,23.256,999.999,22.551,40.5650,-0.3225
1581,197,01/21/78,20,17,0,999.999,999.999,20.434,67.9886,-0.8968
1582,191,01/21/78,20,17,19,36.695,36.555,37.095,-0.2353,-0.2817
1583,135,01/21/78,20,18,29,14.585,14.651,15.918,-0.0271,-0.1398
1584,159,01/21/78,20,18,48,28.296,26.514,28.386,-0.6753,-0.4898
1585,163,01/21/78,20,19,1,999.999,51.414,999.999,-4.2418,1.3398
1586,234,01/21/78,20,19,4,41.926,34.622,38.875,0.9233,-0.1057
1587,179,01/21/78,20,19,34,27.440,31.618,26.525,16.7294,-43.5617
1588,224,01/21/78,20,20,47,25.182,25.276,25.004,-0.9295,-0.6569
1589,381,01/21/78,20,22,41,30.700,26.282,28.735,0.1168,-0.0080
1590,239,01/22/78,21,1,13,22.536,22.648,23.362,-2.5645,-0.8475
1591,296,01/22/78,21,1,45,25.076,25.625,23.669,-0.3117,0.5787
1592,354,01/22/78,21,1,50,999.999,65.793,999.999,-20.2480,0.0881
1593,213,01/22/78,21,2,17,23.484,23.885,23.957,0.3139,-0.4303
1594,192,01/22/78,21,2,28,999.999,999.999,21.551,4.1054,-1.4767
1595,270,01/22/78,21,2,33,27.502,30.275,27.372,-0.8186,0.0804
1596,260,01/22/78,21,2,42,21.454,25.889,21.240,-0.7436,-0.2993
1597,210,01/22/78,21,2,49,999.999,25.609,25.497,-1.0858,-0.9035
1598,229,01/22/78,21,2,50,999.999,999.999,32.899,-0.7667,0.0323
1599,337,01/22/78,21,2,53,30.000,29.081,30.580,-0.2727,-0.0378
1600,336,01/22/78,21,2,56,26.326,27.921,26.205,-0.4461,-0.5888
1601,446,01/22/78,21,3,5,33.899,34.927,34.619,-1.1697,-0.9934
1602,178,01/22/78,21,3,6,30.404,37.873,31.342,-9.5903,0.0300
1603,266,01/22/78,21,3,8,18.372,999.999,19.606,-0.1520,-0.9146
1604,416,01/22/78,21,3,13,32.866,31.415,32.463,-0.8489,0.1634
1605,189,01/22/78,21,3,25,999.999,31.744,999.999,-0.2782,-0.2154
1606,219,01/22/78,21,3,33,31.694,31.171,32.113,-0.5065,-0.4593
1607,196,01/22/78,21,3,40,41.768,38.301,39.807,-0.0773,0.1009
1608,238,01/22/78,21,3,55,999.999,30.296,34.545,-13.9612,1.1942
1609,178,01/22/78,21,4,3,22.559,22.269,22.992,-0.0810,-0.7275
1610,183,01/22/78,21,4,5,27.386,27.286,28.348,-0.1324,-0.3958
1611,140,01/22/78,21,4,14,999.999,28.955,30.367,-1.1250,-1.1691
1612,181,01/22/78,21,4,17,36.358,37.250,36.182,-0.8570,-0.7640
1613,171,01/22/78,21,4,17,21.937,21.430,21.602,-0.4094,-0.8982
1614,229,01/22/78,21,4,21,29.953,30.529,29.595,-0.2616,-0.2706
1615,241,01/22/78,21,4,22,33.485,35.930,33.604,-0.2606,-0.3742
1616,276,01/22/78,21,4,24,18.445,19.602,19.245,-0.0146,-0.3595
1617,399,01/22/78,21,4,27,40.766,37.869,35.713,-0.3614,-0.3118
1618,134,01/22/78,21,4,31,26.616,30.798,26.032,-1.5096,-0.4331
1619,463,01/22/78,21,4,31,999.999,50.106,999.999,-0.6024,-0.0220
1620,241,01/22/78,21,4,32,23.090,23.718,24.060,-0.0315,-0.1476
1621,166,01/22/78,21,4,33,24.615,999.999,30.592,-23.1662,-30.5790
1622,142,01/22/78,21,4,33,26.130,27.436,29.511,-0.9882,-0.3271
1623,159,01/22/78,21,4,34,33.951,33.611,32.537,-22.7315,-22.0087
1624,187,01/22/78,21,4,35,29.067,28.144,27.960,-0.2538,-0.0422
1625,129,01/22/78,21,4,36,24.378,21.908,24.930,-0.0156,0.0647
1626,167,01/22/78,21,4,44,35.710,35.486,36.175,-0.1059,0.0150
1627,290,01/22/78,21,4,47,999.999,999.999,68.565,-70.4345,-52.3113
1628,159,01/22/78,21,4,49,33.475,33.248,35.566,-0.4081,-0.4067
1629,155,01/22/78,21,4,50,999.999,999.999,38.687,-0.0500,-0.1505
1630,151,01/22/78,21,5,17,999.999,49.573,41.434,-29.6203,7.0728
1631,144,01/22/78,21,5,19,29.095,30.257,31.427,0.1481,-0.3475
1632,198,01/22/78,21,5,21,26.302,29.034,28.693,-7.9193,-6.5790
1633,290,01/22/78,21,5,33,50.739,999.999,65.875,-0.3576,-0.2286
1634,155,01/22/78,21,5,36,999.999,38.810,999.999,2.0827,-0.3798
1635,174,01/22/78,21,5,42,999.999,35.780,35.548,-1.5511,-1.8091
1636,241,01/22/78,21,5,43,25.329,24.838,25.853,-0.5185,-0.2122
1637,178,01/22/78,21,5,47,37.105,999.999,38.352,-0.1239,0.2387
1638,188,01/22/78,21,5,48,999.999,63.951,999.999,-1.0438,0.4190
1639,197,01/22/78,21,5,49,44.964,999.999,54.946,-32.4577,1.0617
1640,130,01/22/78,21,5,55,27.542,999.999,31.476,1.5926,-0.3554
1641,205,01/22/78,21,5,55,38.499,39.257,37.618,-0.5199,-0.0371
1642,268,01/22/78,21,5,59,52.087,56.175,46.770,-12.3347,-0.4036
1643,349,01/22/78,21,6,5,57.281,999.999,999.999,-0.4893,-0.4870
1644,290,01/22/78,21,6,8,37.975,37.582,37.226,0.4381,-0.1272
1645,286,01/22/78,21,6,18,49.364,47.566,49.307,-0.3186,0.3845
1646,158,01/22/78,21,6,22,37.057,31.612,34.090,-0.2381,-0.2640
1647,174,01/22/78,21,6,25,51.053,999.999,999.999,-20.5682,5.1789
1648,166,01/22/78,21,6,25,999.999,999.999,56.601,0.1600,-0.3569
1649,463,01/22/78,21,6,38,999.999,61.535,63.064,-0.1653,-0.3643
1650,228,01/22/78,21,6,45,66.206,999.999,60.690,-0.8790,-1.0137
1651,400,01/22/78,21,6,46,51.230,52.904,54.106,-0.2064,-0.6035
1652,208,01/22/78,21,6,49,999.999,999.999,51.956,-25.7025,-0.8314
1653,387,01/22/78,21,7,0,29.659,29.379,30.237,-2.9068,-0.5792
1654,207,01/22/78,21,7,5,57.939,57.928,55.710,-0.6917,-0.5429
1655,161,01/22/78,21,7,4,42.980,45.711,43.763,-0.5960,-0.2428
1656,414,01/22/78,21,7,22,999.999,69.158,54.134,-8.0074,-0.1228
1657,196,01/22/78,21,7,25,37.247,999.999,35.373,-28.1805,-0.5949
1658,340,01/22/78,21,7,29,56.707,999.999,52.723,-0.2340,-0.1451
1659,216,01/22/78,21,7,33,51.885,50.400,51.422,-0.6087,-0.1791
1660,364,01/22/78,21,7,37,58.634,58.499,999.999,-0.0086,0.1593
1661,205,01/22/78,21,7,38,999.999,999.999,45.321,-2.2525,-0.2211
1662,143,01/22/78,21,7,38,30.886,28.551,30.631,-0.3394,-0.0371
1663,293,01/22/78,21,7,41,54.414,52.630,54.104,-0.0042,-0.0365
1664,223,01/22/78,21,7,44,53.609,55.741,59.191,-0.0610,-0.0993
1665,159,01/22/78,21,7,44,999.999,29.780,29.847,-0.2818,0.0909
1666,135,01/22/78,21,7,48,999.999,44.482,39.937,-9.0579,-33.6246
1667,225,01/22/78,21,7,49,58.181,999.999,57.524,-0.0822,-0.3950
1668,133,01/22/78,21,7,49,53.079,999.999,48.499,0.0052,-0.0381
1669,414,01/22/78,21,7,49,50.093,48.849,51.158,-0.1600,-0.4243
1670,203,01/22/78,21,7,50,37.747,999.999,37.274,-0.0371,-0.2122
1671,331,01/22/78,21,7,51,34.660,34.851,999.999,-2.1638,-1.6314
1672,321,01/22/78,21,8,5,47.414,999.999,47.632,-5.1510,-0.5830
1673,492,01/22/78,21,8,8,51.783,999.999,51.458,-1.6106,-0.9503
1674,228,01/22/78,21,8,11,20.905,21.468,21.144,-0.3209,0.0660
1675,445,01/22/78,21,8,11,999.999,47.010,43.209,-0.2801,-0.2846
1676,219,01/22/78,21,8,12,33.478,999.999,999.999,0.9880,-0.1984
1677,158,01/22/78,21,8,13,999.999,43.620,55.203,-7.6863,0.1124
1678,462,01/22/78,21,8,13,40.881,999.999,39.190,0.6455,-0.4822
1679,175,01/22/78,21,8,14,51.234,999.999,45.383,-0.4555,0.1403
1680,321,01/22/78,21,8,15,49.734,48.618,47.819,-0.7589,-0.2817
1681,171,01/22/78,21,8,18,50.685,52.849,999.999,-0.4483,-0.1108
1682,172,01/22/78,21,8,19,999.999,50.853,57.636,0.1769,-0.4032
1683,167,01/22/78,21,8,25,47.649,999.999,49.580,-0.2622,-0.5882
1684,280,01/22/78,21,8,32,44.784,49.922,44.349,-1.1929,-0.5548
1685,409,01/22/78,21,8,33,50.628,50.920,51.903,0.4540,-0.2747
1686,216,01/22/78,21,8,36,999.999,47.296,40.267,-3.3485,-0.9070
1687,390,01/22/78,21,8,36,999.999,50.310,42.581,0.2967,-0.3522
1688,166,01/22/78,21,8,39,999.999,52.024,999.999,-0.1980,-0.1510
1689,173,01/22/78,21,8,39,51.080,48.380,999.999,-0.0648,0.0113
1690,149,01/22/78,21,8,41,31.267,32.595,32.475,-0.1925,-0.6224
1691,274,01/22/78,21,8,42,37.986,42.865,37.185,-1.8500,0.2886
1692,224,01/22/78,21,8,43,42.652,999.999,42.886,-0.0947,-0.0557
1693,230,01/22/78,21,8,55,37.453,37.114,37.522,-0.0601,0.0383
1694,222,01/22/78,21,8,56,57.645,47.553,59.971,-0.5672,0.0681
1695,150,01/22/78,21,8,57,999.999,27.014,25.800,-1.0159,-0.8693
1696,236,01/22/78,21,8,58,50.339,52.350,47.875,-0.0044,0.0575
1697,138,01/22/78,21,8,58,999.999,40.074,999.999,-0.7295,0.1862
1698,216,01/22/78,21,8,59,999.999,999.999,39.226,-0.2809,-0.3939
1699,158,01/22/78,21,9,1,37.909,35.953,999.999,0.1961,-0.3061
1700,279,01/22/78,21,9,30,24.184,999.999,24.301,-0.2774,-0.7860
1701,192,01/22/78,21,9,34,54.805,57.128,999.999,-0.3237,0.0280
1702,151,01/22/78,21,9,34,999.999,41.371,999.999,-19.8376,-11.8162
1703,150,01/22/78,21,9,42,29.449,28.919,28.365,0.5875,-0.3831
1704,199,01/22/78,21,9,44,29.559,29.829,33.029,-7.1808,-0.1182
1705,160,01/22/78,21,9,46,999.999,38.512,999.999,-40.2212,0.8340
1706,373,01/22/78,21,9,53,34.575,999.999,999.999,-0.1778,0.0384
1707,131,01/22/78,21,9,54,40.749,34.162,999.999,0.1259,-0.7508
1708,327,01/22/78,21,9,55,38.227,40.796,39.439,-1.1885,-0.4089
1709,166,01/22/78,21,9,56,27.724,29.420,28.654,0.1215,-0.5865
1710,280,01/22/78,21,9,57,38.015,40.877,38.307,4.0653,-0.0617
1711,272,01/22/78,21,9,59,28.264,999.999,25.413,0.1208,-0.7833
1712,209,01/22/78,21,10,2,999.999,32.661,32.646,-10.5186,-0.7881
1713,135,01/22/78,21,10,2,39.081,41.374,999.999,4.7267,-0.0288
1714,261,01/22/78,21,10,9,27.431,28.147,27.495,-1.2794,-0.3554
1715,143,01/22/78,21,10,13,55.922,46.426,48.409,0.2369,-0.0475
1716,219,01/22/78,21,10,17,47.252,45.480,49.732,-1.0056,-0.7647
1717,191,01/22/78,21,10,19,999.999,45.790,42.992,0.3432,-0.0503
1718,166,01/22/78,21,10,21,30.187,999.999,25.440,0.3408,-0.0718
1719,374,01/22/78,21,10,27,44.928,44.981,44.885,-1.1800,-1.2726
1720,111,01/22/78,21,10,29,25.169,999.999,23.351,-0.2177,0.6075
1721,165,01/22/78,21,10,35,999.999,36.844,999.999,18.3262,-0.1266
1722,167,01/22/78,21,10,44,52.228,999.999,47.909,0.7807,-0.2112
1723,237,01/22/78,21,10,53,39.434,999.999,38.611,-0.8534,0.4793
1724,194,01/22/78,21,10,57,25.506,26.043,25.218,0.2119,-0.0752
1725,213,01/22/78,21,10,59,999.999,49.579,39.890,2.5938,-0.0686
1726,152,01/22/78,21,11,8,27.915,23.118,26.960,-1.3114,0.0075
1727,140,01/22/78,21,11,10,999.999,999.999,21.681,-1.1152,0.0367
1728,161,01/22/78,21,11,14,30.506,31.097,30.463,-0.3557,-0.3333
1729,124,01/22/78,21,11,19,32.661,32.489,999.999,-0.3665,-0.3066
1730,384,01/22/78,21,11,23,31.418,999.999,29.559,31.2747,-0.5790
1731,207,01/22/78,21,11,26,999.999,48.976,999.999,7.3358,-0.7498
1732,145,01/22/78,21,11,27,999.999,999.999,35.562,-0.0861,0.0050
1733,164,01/22/78,21,11,27,999.999,35.229,32.175,-21.4575,-21.8721
1734,245,01/22/78,21,11,31,999.999,40.895,37.759,-1.2606,-0.7889
1735,260,01/22/78,21,11,35,37.825,34.402,37.664,-0.1746,-0.3675
1736,191,01/22/78,21,11,45,27.479,27.492,33.025,-0.0029,0.2080
1737,171,01/22/78,21,11,46,999.999,40.308,999.999,-0.0733,-0.1269
1738,155,01/22/78,21,11,48,32.443,33.639,33.371,-0.2138,0.0523
1739,151,01/22/78,21,11,49,41.238,999.999,40.360,-0.0105,-0.0053
1740,163,01/22/78,21,11,58,999.999,38.606,41.525,0.4361,-0.0264
1741,174,01/22/78,21,12,12,999.999,32.011,27.692,-11.5093,-1.3340
1742,203,01/22/78,21,12,13,36.015,38.110,37.693,-0.4860,-0.0373
1743,163,01/22/78,21,12,15,999.999,999.999,26.723,-0.8710,-0.4995
1744,141,01/22/78,21,12,16,26.075,28.597,25.888,0.0053,-0.1709
1745,173,01/22/78,21,12,19,35.999,30.448,34.815,-0.0050,0.0980
1746,136,01/22/78,21,12,21,24.499,24.521,24.183,-0.7588,0.3220
1747,227,01/22/78,21,12,35,999.999,999.999,22.588,-0.0395,-0.5450
1748,236,01/22/78,21,12,38,30.865,31.352,30.583,-0.1488,0.9779
1749,168,01/22/78,21,12,38,999.999,27.169,31.765,-18.7813,-18.0815
1750,132,01/22/78,21,12,42,46.267,999.999,999.999,-24.7836,-1.0816
1751,153,01/22/78,21,12,46,999.999,28.792,31.953,-0.4040,-0.1782
1752,158,01/22/78,21,12,54,22.485,999.999,22.557,-24.8901,0.7778
1753,138,01/22/78,21,13,0,39.487,45.607,999.999,-0.5314,0.0665
1754,218,01/22/78,21,13,0,999.999,35.210,999.999,-0.7285,-0.0020
1755,142,01/22/78,21,13,2,34.781,36.825,36.051,0.0834,-0.4244
1756,137,01/22/78,21,13,7,22.440,999.999,999.999,-49.0892,-9.7414
1757,236,01/22/78,21,13,7,29.553,29.675,29.025,-1.2319,-1.0754
1758,171,01/22/78,21,13,13,32.591,999.999,32.467,-16.4001,-41.2881
1759,222,01/22/78,21,13,15,31.989,999.999,35.340,0.8162,-0.3192
1760,132,01/22/78,21,13,16,999.999,28.118,30.391,-0.0567,-0.4737
1761,377,01/22/78,21,13,29,999.999,22.926,999.999,-1.7040,-1.3683
1762,170,01/22/78,21,13,32,27.617,30.829,26.692,-9.7540,0.9495
1763,133,01/22/78,21,13,36,34.533,36.575,35.394,0.5720,-0.4759
1764,138,01/22/78,21,13,46,30.149,999.999,30.091,0.0272,-0.1575
1765,214,01/22/78,21,13,48,999.999,25.311,27.650,19.2863,-0.2469
1766,152,01/22/78,21,13,49,32.589,999.999,32.801,-0.5600,-0.1032
1767,119,01/22/78,21,13,55,35.244,999.999,31.863,-0.7741,0.0928
1768,185,01/22/78,21,14,1,41.460,39.795,999.999,0.6548,-0.1386
1769,127,01/22/78,21,14,4,42.367,46.490,41.491,-1.0504,0.1386
1770,144,01/22/78,21,14,6,22.685,23.247,22.852,-0.2043,-0.2048
1771,197,01/22/78,21,14,9,999.999,26.545,26.471,-0.6594,-1.0593
1772,134,01/22/78,21,14,10,40.345,999.999,38.860,-0.0023,0.0940
1773,96,01/22/78,21,14,11,24.807,27.907,27.048,-0.3769,-0.0131
1774,179,01/22/78,21,14,15,28.215,32.494,30.040,29.1149,-0.0530
1775,167,01/22/78,21,14,17,36.981,40.257,34.261,2.1592,-0.1581
1776,156,01/22/78,21,14,23,28.918,999.999,29.077,1.1231,-0.4492
1777,117,01/22/78,21,14,29,999.999,23.461,29.069,-35.4446,-13.3322
1778,210,01/22/78,21,14,38,46.290,49.981,999.999,-5.7573,0.0599
1779,137,01/22/78,21,14,48,34.985,999.999,38.471,-0.2430,0.0339
1780,195,01/22/78,21,15,4,999.999,32.018,25.114,4.2132,-0.6491
1781,149,01/22/78,21,15,44,33.973,999.999,33.578,-11.4759,-0.3000
1782,184,01/22/78,21,15,54,26.519,28.777,28.589,0.1502,-0.0400
1783,119,01/22/78,21,15,56,999.999,32.662,35.925,-0.6870,-0.4922
1784,218,01/22/78,21,16,3,27.577,28.637,27.785,-0.6093,0.4060
1785,141,01/22/78,21,16,8,999.999,36.071,32.325,-0.3915,0.1045
1786,149,01/22/78,21,16,12,999.999,22.198,999.999,7.6583,-58.3150
1787,149,01/22/78,21,16,41,30.452,999.999,999.999,-0.3658,-0.2790
1788,196,01/22/78,21,19,1,34.762,35.884,36.969,-1.0762,-0.1692
1789,154,01/22/78,21,21,7,22.407,22.333,22.442,-0.6797,-0.3267
1790,190,01/23/78,22,2,40,999.999,999.999,26.362,-22.4497,-21.1413
1791,412,01/23/78,22,2,56,999.999,40.623,36.688,-19.5757,10.1136
1792,281,01/23/78,22,3,2,34.650,35.192,35.016,-1.0714,-0.0587
1793,384,01/23/78,22,3,3,31.213,30.137,32.580,-0.0528,-0.1366
1794,181,01/23/78,22,3,15,28.760,27.911,999.999,0.1139,-0.0784
1795,138,01/23/78,22,3,20,999.999,25.007,999.999,-0.4964,-0.2384
1796,379,01/23/78,22,3,20,999.999,29.059,26.834,-8.3743,-7.9333
1797,148,01/23/78,22,3,21,29.450,28.786,28.911,-0.6207,-0.6714
1798,139,01/23/78,22,3,37,22.600,23.501,23.963,-0.4992,-0.6643
1799,183,01/23/78,22,3,39,32.703,28.426,30.974,0.4419,-0.0262
1800,295,01/23/78,22,3,46,999.999,999.999,22.435,-0.1247,-1.3044
1801,193,01/23/78,22,3,53,34.578,33.598,34.023,-0.1276,0.1181
1802,128,01/23/78,22,3,56,37.221,44.247,999.999,-1.0669,1.0023
1803,196,01/23/78,22,4,3,27.753,999.999,999.999,-48.0556,-0.8486
1804,155,01/23/78,22,4,10,42.694,999.999,42.756,-10.1006,0.0805
1805,368,01/23/78,22,4,11,999.999,63.287,63.289,-49.7044,-49.8765
1806,194,01/23/78,22,4,19,999.999,28.238,26.421,-1.1978,-1.1248
1807,182,01/23/78,22,4,19,22.847,999.999,23.450,1.5760,-0.7770
1808,243,01/23/78,22,4,27,999.999,20.145,999.999,-1.7634,-0.6225
1809,148,01/23/78,22,4,27,999.999,999.999,24.534,-30.3884,-20.2747
1810,202,01/23/78,22,4,32,19.417,20.174,20.378,-1.6592,-1.3946
1811,167,01/23/78,22,4,32,30.726,31.180,30.179,-0.4823,-0.1619
1812,234,01/23/78,22,4,42,999.999,999.999,37.105,-0.4113,-0.6933
1813,164,01/23/78,22,4,53,33.577,32.277,32.672,-0.4045,-0.0598
1814,164,01/23/78,22,4,54,36.101,36.180,37.130,-0.5690,-0.8588
1815,292,01/23/78,22,4,57,35.412,33.506,35.500,-0.4403,-0.2803
1816,210,01/23/78,22,5,1,23.462,26.809,23.074,-1.2326,0.1990
1817,147,01/23/78,22,5,3,40.563,999.999,999.999,-0.3854,-0.4461
1818,164,01/23/78,22,5,5,34.039,35.615,34.130,-0.3081,-0.2175
1819,188,01/23/78,22,5,6,999.999,36.956,35.169,-0.4437,-0.8006
1820,224,01/23/78,22,5,10,999.999,35.700,37.689,0.2457,-0.1960
1821,159,01/23/78,22,5,24,31.674,39.625,34.746,-12.0720,-24.1372
1822,148,01/23/78,22,5,28,29.223,28.091,29.026,-0.2463,-0.2321
1823,261,01/23/78,22,5,32,999.999,53.125,54.897,-1.2323,-0.9535
1824,163,01/23/78,22,5,39,22.764,23.170,23.770,-0.2732,-0.0368
1825,144,01/23/78,22,5,39,999.999,999.999,50.047,-8.3306,-0.3039
1826,154,01/23/78,22,6,10,999.999,41.752,999.999,0.6417,-0.3769
1827,223,01/23/78,22,6,25,34.940,34.254,36.407,-0.4335,-0.5416
1828,218,01/23/78,22,6,35,999.999,68.824,68.905,-0.9225,-0.7581
1829,202,01/23/78,22,6,36,45.725,999.999,45.041,-1.0162,-0.5070
1830,181,01/23/78,22,6,41,22.402,999.999,23.419,0.5821,-0.5032
1831,218,01/23/78,22,6,45,64.895,55.677,59.818,-0.9684,-0.9198
1832,169,01/23/78,22,6,48,43.777,43.120,41.652,-0.5626,-0.4630
1833,164,01/23/78,22,6,55,999.999,51.338,999.999,-0.0406,0.1896
1834,113,01/23/78,22,6,55,42.808,999.999,999.999,-0.1073,-0.0211
1835,360,01/23/78,22,7,7,64.681,61.979,64.625,-9.7370,0.1189
1836,172,01/23/78,22,7,8,57.671,57.792,52.962,-0.2253,-0.1612
1837,239,01/23/78,22,7,10,53.120,999.999,56.924,-1.2749,-1.2516
1838,167,01/23/78,22,7,11,999.999,38.148,999.999,-19.7015,15.5611
1839,208,01/23/78,22,7,11,26.899,27.132,27.043,-0.2148,-0.4906
1840,202,01/23/78,22,7,13,999.999,33.194,34.808,-2.4786,-2.4268
1841,219,01/23/78,22,7,18,47.730,45.832,45.569,0.3465,-0.0365
1842,215,01/23/78,22,7,19,46.399,47.040,999.999,-0.0593,-0.2412
1843,224,01/23/78,22,7,19,999.999,60.283,999.999,-0.6350,-0.5984
1844,234,01/23/78,22,7,19,53.495,51.572,999.999,0.0225,-0.0167
1845,244,01/23/78,22,7,20,22.691,21.848,22.140,-0.3732,-0.0757
1846,169,01/23/78,22,7,22,999.999,39.736,41.772,-0.3584,-0.0165
1847,181,01/23/78,22,7,23,49.485,999.999,999.999,-17.9754,1.6994
1848,340,01/23/78,22,7,23,37.629,37.151,39.125,-0.0330,-0.4265
1849,275,01/23/78,22,7,27,48.444,56.431,50.881,-26.8202,-0.7262
1850,193,01/23/78,22,7,29,47.325,999.999,47.320,-0.3367,-0.1310
1851,148,01/23/78,22,7,31,999.999,43.662,43.670,-0.2152,-0.1284
1852,232,01/23/78,22,7,33,50.537,52.376,51.399,-0.4370,-0.4044
1853,294,01/23/78,22,7,39,34.119,999.999,34.880,0.6072,-0.2995
1854,227,01/23/78,22,7,40,999.999,999.999,50.884,-8.4603,0.5907
1855,286,01/23/78,22,7,42,54.211,54.005,999.999,-1.1309,-0.9810
1856,199,01/23/78,22,7,49,999.999,33.170,34.715,-0.0979,-0.2440
1857,143,01/23/78,22,7,51,999.999,999.999,56.090,-0.2701,-0.0947
1858,186,01/23/78,22,7,51,52.931,56.544,56.539,-0.9386,-0.5452
1859,170,01/23/78,22,7,54,42.784,50.970,44.890,-0.0725,-0.1127
1860,338,01/23/78,22,7,56,56.191,58.807,58.801,-0.6107,-0.2209
1861,179,01/23/78,22,7,59,999.999,47.449,999.999,-8.3324,0.5605
1862,161,01/23/78,22,8,0,55.738,58.465,51.312,-0.4375,-0.3024
1863,149,01/23/78,22,8,5,49.136,53.954,49.143,-0.3033,-0.0044
1864,217,01/23/78,22,8,6,53.068,50.717,999.999,-13.7329,-14.6173
1865,199,01/23/78,22,8,7,999.999,999.999,52.845,-1.2678,-0.8947
1866,425,01/23/78,22,8,12,41.271,43.257,44.500,-1.4253,-1.7464
1867,158,01/23/78,22,8,13,41.661,43.207,45.216,-0.3816,-0.2798
1868,371,01/23/78,22,8,15,36.160,37.264,42.930,-0.7826,-0.9923
1869,292,01/23/78,22,8,15,999.999,40.804,45.923,-1.0160,-1.2800
1870,137,01/23/78,22,8,19,51.868,52.333,999.999,-0.2902,-0.0553
1871,209,01/23/78,22,8,20,46.500,53.649,45.822,-0.3189,-0.1540
1872,184,01/23/78,22,8,29,45.118,45.607,41.525,-0.1925,0.1882
1873,291,01/23/78,22,8,29,47.920,56.061,51.218,-0.6493,-0.3318
1874,219,01/23/78,22,8,30,51.686,54.957,999.999,-0.1381,0.1720
1875,166,01/23/78,22,8,33,45.949,47.856,45.951,-7.5828,0.1920
1876,186,01/23/78,22,8,41,46.908,45.808,999.999,0.0177,-0.0216
1877,204,01/23/78,22,8,45,999.999,39.062,43.537,-1.0207,-0.2103
1878,152,01/23/78,22,8,51,54.303,999.999,999.999,0.0157,-0.9455
1879,222,01/23/78,22,8,53,59.429,57.682,60.125,-0.5462,-0.4739
1880,153,01/23/78,22,8,55,999.999,47.776,999.999,-0.2381,-0.0388
1881,148,01/23/78,22,8,57,999.999,999.999,53.428,-0.5026,-0.2702
1882,170,01/23/78,22,9,2,33.939,999.999,31.954,-13.1841,-0.5214
1883,295,01/23/78,22,9,2,57.405,58.701,52.504,-0.0661,-0.2114
1884,201,01/23/78,22,9,3,999.999,52.532,999.999,-0.8962,-0.0963
1885,182,01/23/78,22,9,3,49.628,999.999,47.138,-0.5198,-0.1322
1886,215,01/23/78,22,9,4,999.999,52.192,47.822,-0.4642,0.0552
1887,409,01/23/78,22,9,11,41.567,37.479,40.757,-0.4519,-0.2868
1888,198,01/23/78,22,9,13,41.822,999.999,34.557,0.6382,-0.3613
1889,163,01/23/78,22,9,13,999.999,59.599,999.999,-0.0816,0.2843
1890,165,01/23/78,22,9,17,999.999,49.729,44.050,-0.0113,0.3927
1891,237,01/23/78,22,9,18,999.999,47.647,49.176,-0.2905,-0.2425
1892,201,01/23/78,22,9,19,62.246,62.255,57.278,-1.2779,-0.8239
1893,126,01/23/78,22,9,20,999.999,999.999,61.408,-0.0717,0.0646
1894,190,01/23/78,22,9,20,52.400,999.999,999.999,-0.8540,-0.1282
1895,211,01/23/78,22,9,24,45.253,43.839,44.278,-0.4336,0.1005
1896,325,01/23/78,22,9,25,53.293,49.304,53.275,-0.3248,0.3481
1897,158,01/23/78,22,9,28,30.525,25.895,29.517,-0.1590,-0.4971
1898,205,01/23/78,22,10,4,37.057,36.015,36.879,-0.2181,-0.0453
1899,172,01/23/78,22,10,17,999.999,52.989,45.708,-1.2760,-0.0907
1900,199,01/23/78,22,10,21,42.278,999.999,999.999,-0.6276,0.5252
1901,187,01/23/78,22,10,22,25.070,23.443,24.796,-0.0153,0.2450
1902,183,01/23/78,22,10,27,19.335,19.744,19.082,-0.0075,-0.4661
1903,233,01/23/78,22,10,30,999.999,999.999,40.359,-1.6057,-1.8831
1904,199,01/23/78,22,10,31,37.937,40.785,39.368,-0.1804,0.0807
1905,123,01/23/78,22,10,35,22.630,22.374,20.322,-0.6832,0.5231
1906,167,01/23/78,22,10,37,32.088,37.867,31.467,-2.2254,0.5073
1907,162,01/23/78,22,10,38,45.494,999.999,40.657,-0.1146,0.3346
1908,228,01/23/78,22,10,39,31.046,24.865,999.999,-0.0951,0.4867
1909,194,01/23/78,22,10,40,31.350,999.999,999.999,1.0083,-6.4755
1910,192,01/23/78,22,10,43,33.530,32.329,32.594,-0.8127,-0.0538
