NUMBR	DIST	DATA	    ASTRDAY	HR	MIN	V1	V2	V3	  TAU1  	TAU2 
350	157	02.01.72	31	9	46	54,980	999,999	55,078	-10,6176	-17,0003
351	138	02.01.72	31	9	46	46,715	44,982	45,523	-16,3723	-21,9150
352	198	02.01.72	31	9	49	36,118	36,074	37,394	-11,2809	-21,0559
353	165	02.01.72	31	9	50	51,934	56,540	51,918	-15,7839	3,0056
354	204	02.01.72	31	9	51	39,048	39,957	45,468	-14,0488	-17,3176
355	146	02.01.72	31	9	53	46,778	53,291	53,282	-14,1938	-11,1940
356	207	02.01.72	31	9	53	26,220	26,827	27,721	-0,7819	-35,0486
357	198	02.01.72	31	10	7	29,561	24,675	25,450	-17,8908	-21,0487
358	196	02.01.72	31	10	8	49,425	52,561	51,575	-9,0627	-17,7059
359	231	02.01.72	31	10	8	45,332	999,999	46,584	-15,1883	-13,6971
360	133	02.01.72	31	10	11	52,111	50,607	999,999	-11,9261	-47,7714
361	187	02.01.72	31	10	16	44,146	39,558	49,261	-23,4683	-12,5482
362	275	02.01.72	31	10	16	44,823	38,273	37,730	-7,6211	-15,2843
363	219	02.01.72	31	10	18	34,060	30,232	33,292	-7,3820	-25,6322
364	161	02.01.72	31	10	18	44,802	44,831	47,585	-14,9985	-15,0534
365	180	02.01.72	31	10	21	45,254	46,759	46,086	-7,0559	-22,0301
366	301	02.01.72	31	10	24	25,838	25,651	28,165	-6,3406	-40,5848
367	182	02.01.72	31	10	30	28,190	27,643	26,955	-17,3091	-30,8275
368	152	02.01.72	31	10	32	999,999	999,999	49,813	-16,9697	-27,1915
369	151	02.01.72	31	10	38	42,149	39,272	38,652	-21,7612	-5,0320
370	168	02.01.72	31	10	38	31,446	31,797	31,354	-9,1601	-34,5706
371	276	02.01.72	31	10	42	26,850	27,490	28,156	-33,5917	16,4128
372	184	02.01.72	31	10	43	26,627	24,857	25,292	4,2047	-42,9323
373	131	02.01.72	31	10	44	40,040	39,946	40,439	-20,9781	-17,0355
374	172	02.01.72	31	10	46	30,737	26,116	29,671	-4,8435	-34,3647
375	147	02.01.72	31	10	47	35,892	33,705	34,326	-14,3833	-30,7014
376	201	02.01.72	31	10	49	13,785	14,097	999,999	-25,3126	-40,8681
377	196	02.01.72	31	10	50	22,998	22,849	999,999	0,1560	-44,7142
378	192	02.01.72	31	10	52	40,762	42,165	999,999	-7,2379	-23,0137
379	127	02.01.72	31	19	38	44,749	45,667	43,867	-12,3282	-31,9267
380	232	02.01.72	31	11	37	34,381	33,270	34,696	-12,4686	-17,1058
381	275	02.01.72	31	11	48	999,999	27,964	29,355	-22,9622	-0,1861
382	170	02.01.72	31	11	49	41,337	37,623	41,649	-9,4440	-25,0766
383	136	02.01.72	31	11	50	37,252	37,267	37,803	-13,9878	-32,7451
384	164	02.01.72	31	11	52	41,229	37,990	40,908	-6,8130	-27,9039
385	163	02.01.72	31	11	58	28,075	29,698	29,285	-32,8584	7,2355
386	146	02.01.72	31	12	6	31,991	37,517	34,250	-26,8427	-15,2036
387	170	02.01.72	31	12	10	36,450	34,549	39,415	-4,5883	-34,6795
388	172	02.01.72	31	12	11	26,814	33,313	999,999	-9,3516	-41,5915
389	143	02.01.72	31	12	11	31,565	28,895	31,952	-7,0097	-43,7550
390	152	02.01.72	31	12	34	21,827	22,770	999,999	-20,8853	-48,6103
391	158	02.01.72	31	12	35	36,931	33,184	36,018	-15,1155	-23,0603
392	133	02.01.72	31	12	45	34,080	30,635	999,999	5,7094	-37,9653
393	139	02.01.72	31	12	47	37,781	36,231	34,201	-3,8079	-42,5896
394	104	02.01.72	31	12	47	55,511	999,999	55,620	-18,9893	-15,0003
395	134	02.01.72	31	12	47	40,954	34,978	999,999	-4,1532	-40,3330
396	144	02.01.72	31	13	0	38,046	36,067	36,574	-2,2983	-39,8353
397	175	02.01.72	31	13	10	32,660	34,712	34,413	-19,3092	-20,2425
398	137	02.01.72	31	13	13	31,213	999,999	29,870	-17,7145	-39,3772
399	166	02.01.72	31	13	21	33,001	32,817	33,187	-16,2091	-31,1411
400	171	02.01.72	31	13	25	28,626	29,490	27,793	-32,2420	-4,4354
401	168	02.01.72	31	13	27	30,397	30,796	29,177	-5,0025	-39,2942
402	301	02.01.72	31	13	54	43,400	42,675	42,500	-8,7536	-44,4009
403	137	02.01.72	31	14	22	28,051	26,975	27,020	-0,0713	-53,7199
404	144	02.01.72	31	14	25	27,528	26,679	25,140	-16,2925	-40,4503
405	301	02.01.72	31	14	55	25,052	27,434	26,296	24,1010	-44,5732
406	151	02.01.72	31	15	5	21,565	22,853	24,535	-35,4906	-28,3514
407	93	02.01.72	31	15	10	21,888	999,999	19,564	-50,7465	-14,0937
408	186	02.01.72	31	15	11	21,948	24,136	23,405	3,7132	-52,3105
409	145	02.01.72	31	16	31	27,561	27,656	30,282	10,6817	-50,3831
410	102	02.01.72	31	16	48	23,130	25,842	23,906	-40,1201	-49,4902
411	219	02.02.72	32	1	20	51,125	50,828	45,984	-12,3261	1,8591
412	198	02.02.72	32	1	53	29,497	27,831	27,796	-28,1437	-7,5069
413	384	02.02.72	32	2	58	36,863	999,999	36,343	-17,9024	1,6991
414	267	02.02.72	32	2	59	27,400	26,824	30,619	-18,6565	-9,6013
415	301	02.02.72	32	3	5	28,417	29,470	25,486	-22,3151	-6,4286
416	180	02.02.72	32	3	7	19,877	15,173	21,820	-21,6550	-41,6388
417	173	02.02.72	32	3	19	27,146	24,855	25,449	-24,3073	-24,9115
418	148	02.02.72	32	3	27	25,872	26,316	25,524	-30,8530	-27,4488
419	218	02.02.72	32	3	31	29,035	30,205	42,552	-29,5440	-7,0983
420	175	02.02.72	32	3	32	29,118	24,489	29,025	-24,2924	-12,8078
421	215	02.02.72	32	3	35	35,991	34,050	35,147	-22,4627	2,0652
422	194	02.02.72	32	3	38	29,308	27,309	28,854	-18,3669	-18,5270
423	163	02.02.72	32	3	40	24,818	24,450	25,046	-33,3392	-13,1386
424	162	02.02.72	32	3	46	31,832	34,583	35,065	-24,2633	-16,8633
425	301	02.02.72	32	3	48	34,064	999,999	31,321	-26,2519	-3,6951
426	165	02.02.72	32	3	53	23,980	23,293	25,760	-21,2066	-39,0211
427	301	02.02.72	32	4	6	30,955	30,604	28,843	-9,1960	-19,9554
428	224	02.02.72	32	4	7	26,956	25,381	28,305	-20,9692	-20,3342
429	145	02.02.72	32	4	10	26,938	27,673	27,379	-32,5263	-16,0256
430	136	02.02.72	32	4	11	19,969	17,048	21,624	-32,3628	-63,1711
431	127	02.02.72	32	4	13	999,999	27,322	27,574	-25,8820	-30,9135
432	150	02.02.72	32	4	14	29,202	28,332	28,046	-26,2815	-21,3023
433	143	02.02.72	32	4	17	31,951	30,718	29,765	-22,3919	-20,4034
434	157	02.02.72	32	4	18	32,648	32,737	32,632	-24,1398	-16,9877
435	169	02.02.72	32	4	20	34,201	32,680	32,713	-24,0246	-9,2667
436	178	02.02.72	32	4	23	23,039	24,092	23,278	-28,2048	-28,4710
437	146	02.02.72	32	4	24	22,045	23,750	24,216	-30,9469	-30,1613
438	207	02.02.72	32	4	31	30,331	28,871	28,676	-16,3073	-18,5294
439	139	02.02.72	32	4	33	34,015	30,901	32,754	-20,5683	-32,9380
440	154	02.02.72	32	4	34	33,917	34,443	34,283	-22,6619	-18,4590
441	143	02.02.72	32	4	34	37,927	37,254	40,116	-21,8645	-12,7210
442	388	02.02.72	32	4	38	52,683	54,321	53,861	-15,7524	9,5532
443	225	02.02.72	32	4	46	39,981	42,535	42,695	-20,4159	5,7376
444	160	02.02.72	32	4	46	29,993	26,074	28,002	-23,6140	-23,9783
445	217	02.02.72	32	4	50	32,893	30,835	32,103	-20,6285	-11,8279
446	301	02.02.72	32	4	51	49,451	50,697	45,205	-19,5839	2,8394
447	260	02.02.72	32	12	35	26,600	25,140	26,230	-17,1321	-24,2746
448	147	02.02.72	32	12	36	38,713	34,883	35,397	-3,4283	-36,8178
449	268	02.02.72	32	13	13	23,623	21,714	28,809	-36,9808	17,5836
450	161	02.02.72	32	14	19	29,641	30,334	28,810	-4,4030	-42,0348
451	154	02.02.72	32	14	32	18,556	18,811	999,999	-37,9312	-43,6960
452	148	02.02.72	32	14	44	29,377	24,421	999,999	2,8852	-47,9220
453	127	02.02.72	32	15	12	20,283	20,248	22,821	-47,2768	-45,4712
454	103	02.02.72	32	16	3	34,817	38,061	39,024	-13,1307	-51,1843
455	179	02.02.72	32	16	34	23,069	24,239	22,841	23,8417	-47,1165
456	149	02.02.72	32	14	40	26,612	26,809	25,558	-12,7525	-41,9325
457	192	02.03.72	33	1	32	17,416	16,870	17,085	-32,9507	-31,5199
458	260	02.03.72	33	1	49	29,343	29,262	22,478	-21,0985	30,3599
459	176	02.03.72	33	2	0	17,890	999,999	999,999	-31,0350	-57,6284
460	201	02.03.72	33	2	3	33,016	29,340	999,999	-28,7909	11,6602
461	174	02.03.72	33	2	22	21,184	21,082	21,737	-33,8771	-25,4329
462	260	02.03.72	33	2	38	28,688	29,949	28,478	-22,6423	-1,5683
463	195	02.03.72	33	2	44	21,647	21,033	21,411	-30,4322	-21,4789
464	260	02.03.72	33	2	49	18,180	18,281	17,975	-26,7413	-19,4725
465	189	02.03.72	33	3	7	28,242	29,341	27,333	-24,5067	-15,9709
466	228	02.03.72	33	3	11	25,267	24,564	25,833	-22,3123	-7,4335
467	169	02.03.72	33	3	18	28,448	27,542	30,595	-32,5892	8,4096
468	153	02.03.72	33	3	22	33,985	33,033	30,613	-26,1840	-0,5705
469	220	02.03.72	33	3	24	43,607	42,395	33,667	-19,2595	1,4266
470	148	02.03.72	33	3	28	24,679	23,243	22,773	-30,4870	-29,0572
471	215	02.03.72	33	3	28	32,090	35,266	26,811	-23,2085	-2,7230
472	188	02.03.72	33	3	29	26,919	25,270	26,284	-24,0575	-21,5781
473	281	02.03.72	33	3	32	33,491	31,573	38,588	-15,8483	-2,7362
474	159	02.03.72	33	3	41	25,494	25,174	25,519	-31,2070	-20,3502
475	148	02.03.72	33	3	44	33,034	30,980	31,696	-26,7658	-18,0990
476	125	02.03.72	33	3	46	26,260	29,614	32,342	-23,6207	-58,7340
477	457	02.03.72	33	3	50	32,048	29,898	28,078	-8,5206	-3,4614
478	260	02.03.72	33	3	51	48,072	53,326	45,087	-28,8428	-15,7285
479	182	02.03.72	33	3	52	40,303	42,610	41,847	-21,0064	-1,3259
480	180	02.03.72	33	3	54	38,074	36,907	37,991	-20,5938	-8,3140
481	168	02.03.72	33	3	55	21,145	21,518	20,665	-35,1775	-24,9076
482	147	02.03.72	33	3	56	21,627	22,146	22,251	-30,7754	-43,4125
483	164	02.03.72	33	4	5	27,826	28,278	31,494	-23,7753	-18,0359
484	146	02.03.72	33	4	8	26,571	25,261	26,255	-33,3975	-14,4515
485	502	02.03.72	33	4	9	52,482	62,651	56,667	-15,4904	4,7700
486	209	02.03.72	33	4	12	27,847	27,762	27,454	-18,8286	-21,6140
487	181	02.03.72	33	4	12	36,590	34,744	33,763	-21,6132	-8,6956
488	209	02.03.72	33	4	12	25,263	22,863	23,420	-29,5679	-9,1642
489	247	02.03.72	33	4	15	32,126	28,006	30,165	-17,1962	-17,5785
490	147	02.03.72	33	4	18	29,053	32,132	999,999	-19,7376	-22,8800
491	200	02.03.72	33	4	24	23,078	26,321	20,408	-19,7840	-35,5185
492	175	02.03.72	33	4	24	27,779	28,506	30,082	-29,1621	-9,0602
493	134	02.03.72	33	4	25	37,079	999,999	999,999	-22,9537	16,8471
494	135	02.03.72	33	4	25	22,775	27,345	23,008	-33,6694	-44,2853
495	171	02.03.72	33	4	30	20,185	21,419	22,118	-21,2481	-47,2449
496	155	02.03.72	33	4	35	33,882	999,999	43,367	-19,8969	-15,9193
497	247	02.03.72	33	4	43	28,094	26,985	26,175	-31,1123	-4,2327
498	143	02.03.72	33	4	43	32,732	32,846	32,571	-17,3670	-32,1792
499	175	02.03.72	33	4	45	35,060	38,086	28,785	-23,8870	-9,4763
500	177	02.03.72	33	4	48	38,444	39,029	33,319	-17,9615	-12,5688
501	260	02.03.72	33	4	48	28,861	25,902	30,333	-29,8041	0,6232
502	147	02.03.72	33	4	48	27,970	28,592	28,865	-22,5352	-31,6765
503	174	02.03.72	33	4	53	17,143	17,524	17,234	-40,5025	-34,9962
504	181	02.03.72	33	4	57	22,333	23,128	23,090	-26,7339	-25,7381
505	140	02.03.72	33	4	57	999,999	28,522	29,834	-21,1044	-25,5030
506	144	02.03.72	33	5	0	34,093	34,840	33,658	-19,6643	-20,0184
507	352	02.03.72	33	5	1	37,704	35,903	34,240	-14,5693	-34,3659
508	211	02.03.72	33	5	1	26,159	25,519	26,254	-16,5422	-22,4707
509	152	02.03.72	33	5	4	26,833	23,799	23,108	-28,0257	-23,7218
510	278	02.03.72	33	5	4	46,416	42,255	44,079	-18,5625	8,4448
511	148	02.03.72	33	5	10	38,466	40,932	40,928	-20,0871	-21,0863
512	195	02.03.72	33	5	14	23,400	23,089	23,482	-18,5176	-31,7417
513	261	02.03.72	33	5	20	19,484	19,658	999,999	11,0161	-11,6508
514	152	02.03.72	33	5	27	31,511	999,999	31,030	-26,1975	-20,9674
515	398	02.03.72	33	5	29	41,288	36,019	41,560	-12,5763	-7,6955
516	231	02.03.72	33	5	30	21,839	21,644	999,999	5,6945	-42,5837
517	260	02.03.72	33	5	36	999,999	39,667	42,481	-12,6570	5,2733
518	152	02.03.72	33	5	47	999,999	36,620	36,643	-22,9118	-43,8867
519	168	02.03.72	33	5	49	26,715	26,235	27,806	-25,2451	-24,1843
520	138	02.03.72	33	5	50	30,758	31,142	31,122	-21,1623	-31,1505
521	173	02.03.72	33	5	53	24,056	22,386	24,701	-24,5374	-25,1835
522	210	02.03.72	33	5	55	19,197	999,999	20,065	-3,8013	-3,0205
523	379	02.03.72	33	6	13	48,809	54,329	49,014	-16,3999	4,3939
524	260	02.03.72	33	6	16	49,395	47,854	47,961	-9,1519	-10,1787
525	262	02.03.72	33	6	28	54,750	45,040	54,582	5,2282	-0,6572
526	174	02.03.72	33	6	36	48,516	50,540	47,738	-16,4009	-1,9702
527	140	02.03.72	33	6	38	23,442	22,361	999,999	-12,4692	-62,5358
528	247	02.03.72	33	6	42	37,103	39,724	999,999	-12,4288	-20,5911
529	177	02.03.72	33	6	59	58,376	999,999	999,999	-13,5782	-18,9751
530	140	02.03.72	33	7	1	34,209	32,549	34,337	-5,9670	-40,0335
531	463	02.03.72	33	7	5	56,667	999,999	999,999	-8,3859	26,7897
532	153	02.03.72	33	7	6	999,999	999,999	49,802	-16,5730	-47,8378
533	147	02.03.72	33	7	8	63,190	999,999	54,091	-15,1317	-1,7803
534	267	02.03.72	33	7	10	48,463	53,351	50,267	-14,6894	-0,0568
535	228	02.03.72	33	7	11	34,447	36,007	33,797	-17,3851	-9,0455
536	477	02.03.72	33	7	17	56,629	68,365	62,677	-11,5802	3,8541
537	144	02.03.72	33	7	21	35,214	34,050	999,999	-6,1882	-37,4026
538	366	02.03.72	33	7	23	55,282	62,827	67,824	-4,0292	-0,1055
539	272	02.03.72	33	7	27	48,588	44,162	42,544	-9,7341	-34,5066
540	180	02.03.72	33	7	27	51,923	999,999	999,999	-14,2168	10,7904
541	154	02.03.72	33	7	30	27,358	27,948	29,014	-9,6451	-40,6890
542	425	02.03.72	33	7	33	63,998	60,750	62,809	-5,6226	-5,0292
543	260	02.03.72	33	7	42	55,401	47,245	52,803	-8,6563	-1,9072
544	260	02.03.72	33	8	3	46,063	45,389	48,619	-6,1421	-2,9065
545	166	02.03.72	33	8	6	46,922	51,089	44,660	-15,5814	-13,3335
546	194	02.03.72	33	8	8	20,815	22,048	20,372	-24,7747	-31,3480
547	247	02.03.72	33	8	13	54,713	999,999	61,169	-15,0410	-1,1844
548	247	02.03.72	33	8	14	34,162	39,022	34,139	-10,7654	-0,5535
549	230	02.03.72	33	8	28	40,297	41,785	39,065	-3,2156	-17,5682
550	247	02.03.72	33	8	33	33,434	33,505	34,088	-23,9703	-10,2962
551	171	02.03.72	33	8	45	50,601	42,883	50,066	-12,3290	-9,4573
552	150	02.03.72	33	8	45	47,517	999,999	41,536	-17,8340	-7,6011
553	227	02.03.72	33	8	47	22,360	21,785	20,056	-4,2751	-32,3356
554	175	02.03.72	33	8	49	33,842	39,902	38,178	-10,7020	-65,6139
555	143	02.03.72	33	9	17	29,651	30,034	26,737	-11,4084	-38,9315
556	155	02.03.72	33	9	43	32,268	27,210	30,561	-7,6522	-38,4785
557	230	02.03.72	33	9	48	33,339	34,319	32,787	-7,2364	-18,9832
558	260	02.03.72	33	9	53	33,521	34,129	33,814	-12,3622	-16,8847
559	202	02.03.72	33	9	53	32,064	32,176	30,403	-10,5937	-23,5009
560	202	02.03.72	33	9	54	29,684	28,126	29,416	-13,6157	-22,1807
561	260	02.03.72	33	9	54	46,994	46,779	41,177	-21,7422	5,5052
562	246	02.03.72	33	9	59	21,903	18,350	999,999	-18,1680	-44,6335
563	165	02.03.72	33	10	0	999,999	999,999	30,637	-16,9739	-74,5981
564	152	02.03.72	33	10	6	31,165	29,517	30,701	-20,6923	-24,8478
565	158	02.03.72	33	10	11	42,489	40,152	41,445	-19,3149	-10,4563
566	213	02.03.72	33	10	16	28,820	28,793	27,894	-1,7550	-31,5740
567	168	02.03.72	33	10	20	29,385	28,315	28,238	-9,4084	-34,6785
568	189	02.03.72	33	10	25	31,126	24,806	999,999	-13,3613	-25,9283
569	195	02.03.72	33	10	26	28,013	28,840	999,999	-8,2386	-31,1747
570	176	02.03.72	33	10	32	51,370	48,842	48,830	-6,0563	-20,3571
571	198	02.03.72	33	10	36	32,329	33,022	30,162	-7,0237	-31,4606
572	161	02.03.72	33	11	12	39,511	37,847	39,080	0,5824	-36,4473
573	260	02.03.72	33	11	17	27,151	26,481	27,835	-10,5436	-22,6604
574	173	02.03.72	33	11	18	37,265	37,548	37,584	-25,4617	3,5169
575	164	02.03.72	33	11	19	28,593	26,962	29,271	-31,9503	7,8525
576	173	02.03.72	33	11	23	28,468	27,616	29,112	-12,6157	-36,6506
577	158	02.03.72	33	13	27	33,222	31,411	32,275	-13,8741	-35,4794
578	205	02.04.72	34	0	30	999,999	999,999	17,176	-59,9439	-32,0985
579	260	02.04.72	34	2	0	26,329	25,080	25,308	-29,9686	0,9268
580	145	02.04.72	34	2	5	21,941	999,999	24,725	-36,2837	0,1781
581	130	02.04.72	34	2	23	20,117	23,121	20,945	31,5689	-4,0598
582	199	02.04.72	34	2	25	23,957	23,370	23,273	-32,4559	3,0282
583	204	02.04.72	34	2	36	32,645	34,025	33,989	-29,2551	3,3720
584	197	02.04.72	34	2	48	23,364	25,903	25,208	-23,5707	-19,9461
585	217	02.04.72	34	3	28	30,679	31,592	999,999	-25,8997	-3,0223
586	226	02.04.72	34	3	34	25,113	21,432	23,180	-31,6037	-16,8423
587	203	02.04.72	34	3	36	32,818	999,999	32,567	-11,3013	-9,5061
588	147	02.04.72	34	4	0	25,747	29,205	31,008	-39,6913	-2,9604
589	149	02.04.72	34	4	12	32,815	33,545	31,861	-23,0847	-19,4255
590	260	02.04.72	34	4	16	49,104	55,344	55,257	-16,1562	3,8439
591	142	02.04.72	34	4	17	34,430	34,720	30,960	-22,1939	-20,2590
592	196	02.04.72	34	4	17	31,162	31,625	26,505	-20,1288	-17,7064
593	220	02.04.72	34	4	18	35,400	34,087	34,213	-16,1681	-12,2267
594	153	02.04.72	34	4	23	31,715	31,895	30,806	-22,2221	-23,9939
595	134	02.04.72	34	4	41	31,613	31,844	31,115	-22,1986	-26,9750
596	136	02.04.72	34	4	43	32,246	34,133	35,700	-22,7635	-22,0342
597	142	02.04.72	34	4	46	22,101	23,722	20,685	-46,8458	-51,0324
598	154	02.04.72	34	4	59	36,172	38,078	39,515	-20,2307	-18,1360
599	261	02.04.72	34	5	20	34,031	32,449	32,288	-6,0084	-17,3370
600	260	02.04.72	34	5	21	33,920	37,684	33,830	-10,0245	-14,9617
601	211	02.04.72	34	5	22	999,999	63,875	63,742	-15,9434	4,0638
602	201	02.04.72	34	5	30	46,449	46,514	53,309	-19,0000	-1,0972
603	200	02.04.72	34	5	32	36,136	37,820	34,430	-9,0652	-19,9834
604	220	02.04.72	34	5	47	999,999	40,605	999,999	-33,7501	3,1985
605	275	02.04.72	34	5	53	52,957	50,536	48,318	-11,5368	-2,3910
606	169	02.04.72	34	5	57	60,634	59,875	50,328	-10,4577	4,1283
607	210	02.04.72	34	6	4	999,999	999,999	63,515	-13,6117	-7,9750
608	187	02.04.72	34	6	7	46,095	53,041	43,944	-16,7638	-4,2493
609	509	02.04.72	34	6	18	61,825	60,191	65,526	-10,6220	4,2747
610	505	02.04.72	34	6	26	64,657	63,937	63,025	-11,7400	6,7186
611	127	02.04.72	34	6	28	41,877	39,319	37,106	-23,2379	-32,9450
612	181	02.04.72	34	6	46	29,899	31,845	31,462	-13,6572	-30,7148
613	260	02.04.72	34	6	48	55,146	56,295	56,146	-11,9941	-1,9920
614	260	02.04.72	34	6	53	999,999	50,696	999,999	-22,6975	2,3325
615	260	02.04.72	34	7	0	57,079	999,999	60,627	-11,9037	-5,0094
616	260	02.04.72	34	7	1	52,471	999,999	45,830	-16,8293	4,4405
617	232	02.04.72	34	7	2	49,171	48,655	52,140	-11,7676	-6,0289
618	460	02.04.72	34	7	3	54,757	54,413	57,510	-9,7704	4,7293
619	219	02.04.72	34	7	12	45,175	43,528	43,807	-14,1591	-5,6142
620	177	02.04.72	34	7	14	52,807	53,150	58,381	-16,4843	-5,1132
621	188	02.04.72	34	7	18	47,030	51,409	47,924	-16,1291	-5,0324
622	191	02.04.72	34	7	18	60,628	999,999	999,999	-13,0455	16,9750
623	188	02.04.72	34	7	18	999,999	24,289	999,999	-31,5793	-2,9433
624	268	02.04.72	34	7	20	46,084	41,318	50,796	-12,9461	-3,5332
625	156	02.04.72	34	7	21	39,864	43,019	44,950	-19,2521	-8,9564
626	260	02.04.72	34	7	25	42,850	44,209	44,240	-13,2600	2,2944
627	202	02.04.72	34	7	26	999,999	999,999	62,322	-11,9560	-12,9748
628	155	02.04.72	34	7	36	28,163	26,059	27,756	-20,5852	-24,7993
629	186	02.04.72	34	7	38	999,999	999,999	69,102	-10,8583	-48,3469
630	172	02.04.72	34	7	44	57,688	999,999	999,999	-14,7627	43,9752
631	124	02.04.72	34	7	47	999,999	39,360	37,331	-8,9945	-38,0010
632	171	02.04.72	34	7	51	999,999	61,339	999,999	-47,8296	-3,8981
633	196	02.04.72	34	7	55	50,435	45,944	48,020	-17,0706	-3,0140
634	258	02.04.72	34	7	58	45,662	999,999	38,308	-14,0276	-0,8108
635	169	02.04.72	34	8	11	48,119	44,640	999,999	-17,7752	-23,7079
636	180	02.04.72	34	8	11	30,797	31,340	29,750	-8,0913	-29,2771
637	157	02.04.72	34	8	12	58,753	55,338	999,999	-15,0564	-2,9301
638	181	02.04.72	34	8	18	55,627	53,660	51,144	-13,4904	-6,3141
639	260	02.04.72	34	8	25	34,309	31,493	31,998	-7,0793	-17,9881
640	155	02.04.72	34	8	30	50,234	999,999	58,122	-13,9479	-11,1326
641	159	02.04.72	34	8	42	40,279	42,661	37,690	-12,3765	-23,1004
642	174	02.04.72	34	8	50	35,775	36,556	36,599	-26,0802	10,8925
643	247	02.04.72	34	8	51	49,771	50,204	49,789	-13,8972	-8,9990
644	148	02.04.72	34	8	53	33,344	33,574	33,587	-8,3477	-37,2505
645	420	02.04.72	34	8	53	55,640	60,892	66,382	-14,2603	6,4941
646	260	02.04.72	34	9	51	33,329	31,311	28,301	-4,9549	-25,4934
647	272	02.04.72	34	9	58	38,526	34,801	37,452	-21,9940	2,1755
648	225	02.04.72	34	9	58	40,507	40,985	39,923	-6,5289	-16,7305
649	260	02.04.72	34	9	59	32,534	30,789	29,939	-15,0173	-16,2781
650	247	02.04.72	34	12	3	32,965	29,192	999,999	-5,4218	-36,5949
651	212	02.04.72	34	12	3	35,965	35,629	38,030	-23,2926	7,1596
652	132	02.04.72	34	12	4	44,464	43,175	44,613	-3,4213	-38,0002
653	120	02.04.72	34	12	6	42,512	42,560	44,455	-12,0003	-32,4011
654	166	02.04.72	34	12	8	38,131	37,073	999,999	-6,9158	-29,9550
655	182	02.04.72	34	12	11	42,465	36,970	37,305	-5,8247	-27,1032
656	147	02.04.72	34	12	12	38,293	37,260	38,605	-6,2281	-34,3629
657	160	02.04.72	34	12	29	25,180	999,999	999,999	-30,0830	58,9772
658	183	02.04.72	34	12	30	999,999	25,147	999,999	-35,5701	-44,4399
659	214	02.04.72	34	12	40	28,909	29,145	29,786	-11,1433	-27,1045
660	196	02.04.72	34	12	43	37,073	39,719	35,659	-11,4074	-24,7755
661	147	02.04.72	34	12	45	24,598	24,927	26,134	-14,7353	-50,2088
662	142	02.04.72	34	12	50	35,320	35,593	34,783	-26,8234	-2,0066
663	199	02.04.72	34	13	1	19,984	20,050	19,003	-23,8529	-29,1676
664	160	02.04.72	34	13	1	33,080	31,985	31,240	9,5204	-42,1380
665	154	02.04.72	34	13	6	36,970	35,559	37,393	-4,1024	-35,5736
666	146	02.04.72	34	13	12	29,098	24,976	30,814	-6,8410	-46,5949
667	147	02.04.72	34	13	20	35,701	31,320	28,595	-0,6744	-44,5003
668	146	02.04.72	34	13	28	31,687	999,999	27,555	-1,8124	-46,1560
669	141	02.04.72	34	13	40	28,998	28,536	28,908	-5,1045	-49,3359
670	174	02.04.72	34	14	3	28,854	30,520	999,999	4,4804	-43,1716
671	148	02.04.72	34	14	14	30,406	31,545	999,999	-12,1003	-40,0261
672	218	02.04.72	34	14	23	999,999	30,993	28,595	-11,7276	-42,6797
673	179	03.14.72	73	0	39	31,783	32,846	999,999	-15,5458	-27,8052
674	233	03.14.72	73	0	58	19,991	17,959	999,999	-42,6775	8,0898
675	148	03.14.72	73	1	12	16,940	999,999	18,114	-44,1346	-34,9149
676	124	03.14.72	73	2	1	999,999	24,931	999,999	-60,7995	-53,0731
677	138	03.14.72	73	2	4	19,632	18,922	19,238	-41,4987	-24,1650
678	194	03.14.72	73	2	16	24,743	31,558	24,840	-41,8242	-10,7517
679	181	03.14.72	73	2	18	21,322	46,251	999,999	-36,6964	-45,4605
680	274	03.14.72	73	2	20	27,392	26,535	27,498	-23,7180	3,6869
681	138	03.14.72	73	2	29	18,684	18,182	18,390	-41,0928	-25,4722
682	163	03.14.72	73	2	30	22,274	22,813	22,897	-39,5246	-6,7398
683	211	03.14.72	73	2	43	25,101	23,371	25,154	-33,9777	2,8610
684	230	03.14.72	73	2	48	20,510	20,949	20,230	-29,7503	-19,3235
685	153	03.14.72	73	2	55	20,747	22,772	23,650	-36,4170	-29,2094
686	157	03.14.72	73	3	3	28,024	26,008	26,845	-29,1617	-14,2905
687	180	03.14.72	73	3	21	999,999	27,028	999,999	-23,3129	-24,7946
688	127	03.14.72	73	3	28	20,331	20,077	21,959	-32,4022	-47,4084
689	213	03.14.72	73	3	31	26,087	25,859	26,484	-28,3828	0,1086
690	164	03.14.72	73	3	35	26,436	999,999	27,439	-30,5621	-10,6779
691	148	03.14.72	73	3	36	29,413	29,047	28,865	-31,1777	-10,6681
692	194	03.14.72	73	3	38	32,973	30,004	32,293	-23,4423	-12,6997
693	166	03.14.72	73	3	40	15,117	14,261	14,972	-46,0249	-21,9675
694	193	03.14.72	73	3	40	23,543	21,556	22,390	-29,8637	-5,6574
695	132	03.14.72	73	3	41	999,999	20,234	18,825	-39,1462	-26,2355
696	199	03.14.72	73	3	45	22,631	999,999	24,289	-34,0220	-10,0764
697	162	03.14.72	73	3	50	22,650	22,018	22,549	-29,3581	-19,8824
698	183	03.14.72	73	3	55	25,371	26,286	25,592	-33,2634	-4,7714
699	140	03.14.72	73	4	0	31,938	30,656	32,022	-27,4689	-16,1403
